"license.number","dba.name","aka.name","facility.address","facility.city","facility.zip","risk.category","status","license.code","latitude","longitude","lat","lng"
"1337779","FAMILY DISCOUNT FOOD MARTKET INC.","FAMILY DISCOUNT FOOD MARTKET INC.","3452 W CHICAGO AVE","CHICAGO",60651,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8954964,-87.7132097
"1337815","HAROLD'S CHICKEN #24","HAROLD'S CHICKEN","407 E 75TH ST","CHICAGO",60619,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.758303487883,-87.614831303578,NA,NA
"1337818","JIMMY & NICK PLACE INC","JIMMY & NICK PLACE INC","1755 W 79TH ST","CHICAGO",60620,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.750043,-87.668061
"1337864","VINCENNES FOOD INC","VINCENNES FOOD INC","500 E 47TH ST","CHICAGO",60653,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8095111,-87.6136881
"1337877","HARRIS & SON FOOD,INC","HARRIS & SON FOOD,INC","8 N KARLOV AVE","CHICAGO",60624,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8807966,-87.7281181
"13388","ANNA PURANA FAST FOOD","ANNAPURNA FAST FOOD","2608 W DEVON AVE","CHICAGO",60659,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.997748347812,-87.6951665504915,NA,NA
"13391","TRATTORIA #10","TRATTORIA #10","10 N DEARBORN ST","CHICAGO",60602,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8822156979479,-87.6295562535779,NA,NA
"13399","TONYS CHINESE AMERICAN RESTAURANT","TONYS CHINESE AMERICAN RESTAURANT","6347 W GRAND AVE","CHICAGO",60639,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9222903277894,-87.7846945603264,NA,NA
"13403","CONVENIENT FOOD MART #99","CONVENIENT FOOD MART #99","2850 N SHERIDAN RD","CHICAGO",60657,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.934270519072,-87.6394884274709,NA,-87.6773956
"13440","SOLOFRA'S SIDELINE TAP INC","SOLOFRA'S SIDELINE TAP INC","6822 W ARCHER AVE","CHICAGO",60638,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7921545,-87.7924553
"13457","NEVADA DALLAS, INC","NEVADA DALLAS, INC","419 E PERSHING RD","CHICAGO",60653,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8238249,-87.6157787
"13468","DUNKIN DONUTS","DUNKIN DONUTS","3910 S ARCHER AVE","CHICAGO",60632,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.822700627712,-87.6904357264977,NA,NA
"13480","ALTA VISTA FOODS","ALTA VISTA FOODS","3942 N SHERIDAN RD","CHICAGO",60613,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9538889,-87.654877
"13495","ITTO ENTERPRISES INC","ITTO ENTERPRISES INC","2616 N HALSTED ST","CHICAGO",60614,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9296168477293,-87.6490545783721,NA,NA
"13502","SHARIF'S FOOD & LIQUORS INC.","SHARIF'S FOOD & LIQUORS INC.","5958 S RACINE AVE","CHICAGO",60636,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7852078901677,-87.6547926252193,NA,NA
"13505","SHARIF'S FOOD & LIQUORS INC.","SHARIF'S FOOD & LIQUORS INC.","5659 S RACINE AVE","CHICAGO",60636,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7906163809618,-87.6546358212013,NA,NA
"1351541","LEPTIT BISTRO","LEPTIT BISTRO","900 N MICHIGAN AVE","CHICAGO",60611,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8995404,-87.6244712
"1351592","BlackWater Cafe","BlackWater Cafe","1741 N WESTERN AVE","CHICAGO",60647,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9133349,-87.686911
"1351624","PICCOLO","PICCOLO","2610-2612 W PETERSON AVE","CHICAGO",60659,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.990577711859,-87.6950515948696,NA,NA
"1351626","GATWAY NEWSTANDS","GATWAY NEWSTANDS","128 S STATE ST","CHICAGO",60603,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8800491,-87.62775
"1351681","105 EAST 43 ST-BRONZEVILLE CENTER","105 EAST 43 ST-BRONZEVILLE CENTER","4301 S MICHIGAN AVE","CHICAGO",60653,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.816248,-87.622637
"1351717","ANDY'S DELI","ANDY'S DELI","5442 N MILWAUKEE AVE","CHICAGO",60630,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9803376132098,-87.7721791725389,NA,NA
"1351737","PAUL & DAVIDS GROCERY","PAUL & DAVIDS GROCERY","6740 N CALIFORNIA AVE","CHICAGO",60645,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,42.004233,-87.700145
"1351741","BISTROT MARGOT","BISTROT MARGOT","1439 N WELLS ST","CHICAGO",60610,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.908806030835,-87.6344902114046,NA,NA
"1351828","CALVILLO SUPERYTACOS","CALVILLO SUPERYTACOS","3836 W 79TH ST","CHICAGO",60652,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7496857,-87.7196658
"1351957","HOUNDSTOOTH SALOON","HOUNDSTOOTH SALOON","3365-3369 N CLARK ST","CHICAGO",60657,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9434570729826,-87.6533559989745,NA,NA
"1351984","KOUKS VINTAGE CAFE","KOUKS VINTAGE CAFE","5653 N NORTHWEST HWY","CHICAGO",60646,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9841369121416,-87.7841974579999,NA,NA
"1351996","LUCKY ONE, INC.","LUCKY ONE, INC.","12658 S UNION AVE","CHICAGO",60628,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.6634,-87.639358
"1351998","ASHA FOOD INTERNATIONAL INC","ASHA FOOD INTERNATIONAL INC","4826 N SHERIDAN RD","CHICAGO",60640,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.969921494681,-87.654988335676,NA,NA
"13520","STEAK & EGGER","STEAK & EGGER","1174 W CERMAK RD","CHICAGO",60608,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8526082697557,-87.6559631982675,NA,NA
"1352021","GRAPHITE ENTERTAINMENT","GRAPHITE ENTERTAINMENT","2467 W GRAND AVE","CHICAGO",60612,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8912039,-87.6888545
"1352059","WALGREENS # 07054","WALGREENS # 07054","15 W WASHINGTON ST","CHICAGO",60602,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8831086207025,-87.6284668634263,NA,NA
"1352192","EAT-RUN EXPRESS","EAT-RUN EXPRESS","8040 S ASHLAND AVE","CHICAGO",60620,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7473843,-87.6637372
"1352227","Holiday Club","Holiday Club","4000 N SHERIDAN RD","CHICAGO",60613,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9545326889316,-87.6546930248703,NA,NA
"1352348","MR. BREAKFAST # 2","MR. BREAKFAST # 2","4142 S HALSTED ST","CHICAGO",60609,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8188436,-87.645823
"1352446","PARK VENDING, INC","PARK VENDING, INC","420 HILL AVE","AURORA",60505,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9020611,-87.6378805
"1352448","ILLINOIS INSTITUTE OF TECHNOLOGY","PRITZKER CLUB","3201 S STATE ST","CHICAGO",60616,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8363718273849,-87.6263807898422,NA,NA
"1352449","ILLINOIS INSTITUTE OF TECHNOLOGY","CENTER COURT","3201 S STATE ST","CHICAGO",60616,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8363718273849,-87.6263807898422,NA,NA
"1352450","ILLINOIS INSTITUTE OF TECHNOLOGY","CAFE STAND-GLOBAL GROUNDS","3201 S STATE ST","CHICAGO",60616,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8363718273849,-87.6263807898422,NA,NA
"1352481","EL GALLO BRAVO","EL GALLO BRAVO","3909 W BELMONT AVE","CHICAGO",60618,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.939020607869,-87.7242515797288,NA,NA
"1352664","NEOMIA'S PLACE","NEOMIA'S PLACE","516 W 71ST ST","CHICAGO",60621,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7654093,-87.6378949
"1352690","KENNEDY - GYROS & CHICKEN","KENNEDY - GYROS & CHICKEN","5254 W CHICAGO AVE","CHICAGO",60651,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.895203,-87.757785
"1352721","PAKWAN RESTAURANT","PAKWAN RESTAURANT","6410 N CAMPBELL AVE","CHICAGO",60645,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9978791,-87.6923431
"1352786","INTELLIGENTSIA COFFEE & TEA INC.","INTELLIGENTSIA COFFEE & TEA INC.","53 W JACKSON BLVD","CHICAGO",60604,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8780506808249,-87.6297810084227,NA,NA
"13528","KARE INC","KARE INC","105 W VAN BUREN ST","CHICAGO",60605,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8767725732215,-87.6309299475236,NA,NA
"1352943","TONY'S MOBIL","TONY'S MOBIL","2401 W OGDEN AVE","CHICAGO",60608,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8646467296159,-87.6860025121955,NA,NA
"1352997","QUIZNO'S SUB","QUIZNO'S SUB","164 W DIVISION ST","CHICAGO",60610,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9039701266348,-87.6339917766737,NA,NA
"1353068","FAMILIA FOODS","FAMILIA FOODS","2158 N HAMLIN AVE","CHICAGO",60647,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.920751,-87.722121
"1353174","COLD STONE CREAMERY","COLD STONE CREAMERY","1316 S HALSTED ST","CHICAGO",60607,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8649598980609,-87.6469999206092,NA,-87.6773956
"1353237","BENZ LIQUORS","BENZ LIQUORS","15 E OHIO ST","CHICAGO",60611,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.89226,-87.627502
"1353242","MIDWAY GARDEN CAFE","MIDWAY GARDEN CAFE","1427 E 60TH ST","CHICAGO",60637,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7859954093968,-87.5903968933532,NA,NA
"1353297","A & G MINI MART","A & G MINI MART","3034 W MONTROSE AVE","CHICAGO",60618,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.961439,-87.704842
"1353370","FISH MARKET","FISH MARKET","1754 W LUNT AVE","CHICAGO",60626,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,42.0089777,-87.6743929
"1353385","JEWEL FOOD STORE #3349","JEWEL FOOD STORE #3349","2520 N NARRAGANSETT AVE","CHICAGO",60639,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9262969563262,-87.7856948239922,NA,NA
"1353421","EL BARZON RESTAURANT INC","EL BARZON","3002 S PULASKI RD","CHICAGO",60623,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.838571723634,-87.724543346808,NA,NA
"1353438","WHITE CASTLE SYSTEM INC #90","WHITE CASTLE SYSTEM INC #90","6646 S HALSTED ST","CHICAGO",60621,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7728706346069,-87.6447537838892,NA,NA
"1353477","MICKY'S CHICKEN","MICKY'S CHICKEN","408 S CLARK ST","CHICAGO",60605,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",NA,NA,41.876412,-87.631065
"1353496","SAVE-A-LOT #862","SAVE-A-LOT #862","4701 S COTTAGE GROVE AVE","CHICAGO",60615,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.809489246531,-87.606417429394,NA,NA
"1353646","JULIA FOOD INC.","JULIA FOOD INC.","4425 W FULLERTON AVE","CHICAGO",60639,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9243046,-87.7375634
"1353651","JAWS FISH & CHICKEN","JAWS FISH & CHICKEN","7601 S JEFFERY BLVD","CHICAGO",60649,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.756817,-87.575725
"1353702","POTBELLY SANDWICH WORKS LLC","POTBELLY SANDWICH WORKS LLC","55 E JACKSON BLVD","CHICAGO",60604,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8781478585439,-87.6255727345577,NA,NA
"1353720","7-ELEVEN","7-ELEVEN","4116 N CLARK ST","CHICAGO",60613,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9569985010013,-87.6640371639432,NA,NA
"1353734","MARGES STILL","MARGES STILL","1758 N SEDGWICK ST","CHICAGO",60614,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9146806133947,-87.6388501217084,NA,NA
"1353750","LA BAGUETTE BAKERY","LA BAGUETTE BAKERY","1438 W CHICAGO AVE","CHICAGO",60622,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.896391,-87.663923
"13538","CHICAGO NEWSROOM, INC","CHICAGO NEWSROOM, INC","500 W MADISON ST","CHICAGO",60661,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8819943382051,-87.6397586848809,NA,-87.6773956
"1353913","SUPERMERCADO EL TAPATIO","SUPERMERCADO EL TAPATIO","10300 S EWING AVE","CHICAGO",60617,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7081244167505,-87.5354339153526,NA,NA
"1353928","SWEET LIL MEME BAKERY","SWEET LIL MEME BAKERY","11836 S WESTERN AVE","CHICAGO",60643,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.6779839,-87.6809316
"1353935","LUCKY DUCKS","LUCKY DUCKS","3402 W 79TH ST","CHICAGO",60652,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7498795,-87.7075853
"1353941","EDISON PARK INN","EDISON PARK INN","6711-15 N OLMSTED AVE","CHICAGO",60631,"Risk 1 (High)","Active","1006-FOOD RETAIL",42.0024275999838,-87.8171442596201,NA,NA
"1353948","MILANS FOODS","MILANS FOODS","1454 W 95TH ST","CHICAGO",60643,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7213177,-87.6601869
"1353972","FOREMOST LIQUORS","FOREMOST LIQUORS","6107 - 6111 W DIVERSEY AVE","CHICAGO",60639,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.930841,-87.778797
"13541","SUNSET LIQUORS","SUNSET LIQUORS","5921 W DIVISION ST","CHICAGO",60651,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9019096634341,-87.7739047681049,NA,NA
"1354114","TREATS FROZEN DESSERTS","TREATS FROZEN DESSERTS","3319 N BROADWAY","CHICAGO",60657,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9425478,-87.6443299
"1354127","BIG TONY SUB","BIG TONY SUB","1556 S KEELER AVE","CHICAGO",60623,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8589564,-87.7298429
"1354173","PAUL'S SUSHI & NOODLES, INC.","PAUL'S SUSHI & NOODLES, INC.","1610 W BELMONT AVE","CHICAGO",60657,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9397996278319,-87.669163673281,NA,NA
"1354187","SAMS FOOD MARKET","SAMS FOOD MARKET","8058 S COLES AVE","CHICAGO",60617,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.748484,-87.549538
"1354285","AFGHAN RESTAURANT","AFGHAN RESTAURANT","2818 W DEVON AVE","CHICAGO",60659,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.997815,-87.7006789
"1354323-124","SPORTSERVICE SOLDIER FIELD","BAR","1410 S MUSEUM CAMPUS DR","CHICAGO",60605,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8621253,-87.6167867
"1354323-140","SPORTSERVICE SOLDIER FIELD","BREWS BROTHER","1410 S MUSEUM CAMPUS DR","CHICAGO",60605,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8621253,-87.6167867
"1354323-153","SPORTSERVICE SOLDIER FIELD","BREWS BROTHER","1410 S MUSEUM CAMPUS DR","CHICAGO",60605,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8621253,-87.6167867
"1354323-#309","SPORTSERVICE SOLDIER FIELD","BEERS OF THE WORLD #309","1410 S MUSEUM CAMPUS DR","CHICAGO",60605,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8621253,-87.6167867
"1354323-436","SPORTSERVICE SOLDIER FIELD","BREWS BROTHER","1410 S MUSEUM CAMPUS DR","CHICAGO",60605,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8621253,-87.6167867
"1354372","SUBWAY SANDWICHES","SUBWAY SANDWICHES","319 S JEFFERSON ST","CHICAGO",60661,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8773993936653,-87.642370646499,NA,NA
"1354404","SOUL'E","SOUL'E","5461 W DIVISION ST","CHICAGO",60651,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.901904,-87.76328
"1354409","HAVE ANOTHER COOKIE !","HAVE ANOTHER COOKIE !","813 W ROOSEVELT RD","CHICAGO",60608,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8670757,-87.6473663
"1354549","SUBWAY","SUBWAY","2412 N LINCOLN AVE","CHICAGO",60614,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9256853464729,-87.6493084392509,NA,NA
"1354564","RUM QUICK STOP","RUM QUICK STOP","2300 W NORTH AVE","CHICAGO",60647,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9104788,-87.6849492
"1354596","ESA GAS MART","ESA GAS MART","3000 W 63RD ST","CHICAGO",60629,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7790689,-87.6982766
"1354634","GREEN LINE FOOD","GREEN LINE FOOD","336 - 338 N LARAMIE AVE","CHICAGO",60644,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8867884,-87.7553199
"1354644","35TH STREET GRILL, INC.","35TH STREET GRILL, INC.","252 E 35TH ST","CHICAGO",60616,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8310767,-87.6196468
"1354648","VILLAGE FOOD 2","VILLAGE FOOD 2","8001 S ASHLAND AVE","CHICAGO",60620,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.748429,-87.662999
"1354680","JCBK GAS MART INC.","JCBK GAS MART INC.","3057 N KEDZIE AVE","CHICAGO",60618,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9373042,-87.7075436
"1354719","PALACE FOOD","PALACE FOOD","1101 N WESTERN AVE","CHICAGO",60622,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9012938,-87.6866132
"1354755","Gee Jay's Wine & Liquor","Gee Jay's Wine & Liquor","8550 S PULASKI RD","CHICAGO",60652,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7369653212892,-87.721652118145,NA,NA
"1354950","TAQUERIA LA RIENDA","TAQUERIA LA RIENDA","1140 W 18TH ST","CHICAGO",60608,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.858238,-87.654962
"1354954","RAMIREZ FAST FOOD","RAMIREZ FAST FOOD","1521 W GRAND AVE","CHICAGO",60622,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8908817802367,-87.6664091651983,NA,NA
"1355179","FAMILY DOLLARS #5635","FAMILY DOLLARS #5635","3558-60 E 118TH ST","CHICAGO",60617,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.6809508,-87.5370545
"1355181","INGLESIDE FOOD MARKET, INC.","INGLESIDE FOOD MARKET, INC.","5117 S INGLESIDE AVE","CHICAGO",60615,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8017550296982,-87.6027277063338,NA,NA
"1355188","BONY'S CARNICERIA","BONY'S CARNICERIA","1942 S CARPENTER ST","CHICAGO",60608,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.855373,-87.653435
"1355218","TAGUERIA EL CHANGUITO","TAGUERIA EL CHANGUITO","3447 W 26TH ST","CHICAGO",60623,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.844233,-87.711989
"1355251","COOKING FOOLS LLC","COOKING FOOLS LLC","1916 W NORTH AVE","CHICAGO",60622,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9106228058319,-87.6757619418549,NA,NA
"1355371","HI-LOW SUPERMARKET INC.","HI-LOW SUPERMARKET INC.","445 E 103RD ST","CHICAGO",60628,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.707068,-87.611885
"1355426","BAR B QUE KINGDOM","BAR B QUE KINGDOM","210 S CICERO AVE","CHICAGO",60644,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8779901,-87.7451971
"1355544","PERKS","DAILY GRIND","2233 S DR MARTIN LUTHER KING JR DR","CHICAGO",60616,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8520755744994,-87.6188508039176,NA,NA
"1355546","LORI'S HALLMARK SHOPS #66","LORI'S HALLMARK SHOPS #66","5841 S maryland AVE","CHICAGO",60637,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7883112584108,-87.6047698358807,NA,-87.6773956
"1355557","LORI'S HALLMARK SHOP #178","LORI'S HALLMARK SHOP","2525 S MICHIGAN AVE","CHICAGO",60616,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8467169566465,-87.6233697276121,NA,NA
"1355636","LAMAJAK INC #27","LAMAJAK INC #27","2900 N LAKE SHORE DR","CHICAGO",60657,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9337937,-87.6371692
"1355773","SUPREME FAST FOODS","SUPREME FAST FOODS","330 W 71ST ST","CHICAGO",60621,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7653839,-87.6334318
"1355794","Chipotle Mexican Grill","Chipotle Mexican Grill","1025 W BELMONT AVE","CHICAGO",60657,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9397865013514,-87.6550392638085,NA,NA
"1355797","Chipotle Mexican Grill","Chipotle Mexican Grill","6 W GRAND AVE","CHICAGO",60654,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8917725053494,-87.6283166771261,NA,NA
"1355934","LINCOLN PARK'S NOODLE HOUSE","LINCOLN PARK'S NOODLE HOUSE","2428 N ASHLAND AVE","CHICAGO",60614,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9260990257577,-87.6683252908871,NA,NA
"1355985","ROOSEVELT FOOD & DOLLAR","ROOSEVELT FOOD & DOLLAR","3902 W ROOSEVELT RD","CHICAGO",60624,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8663136727735,-87.7228764238645,NA,NA
"1356009","SUBWAY","SUBWAY","5131 S PULASKI RD","CHICAGO",60632,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7995255453215,-87.7231959125359,NA,-87.6773956
"1356056","MCDONALDS","MCDONALDS","3540 N HARLEM AVE","CHICAGO",60634,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9446635395432,-87.8071294830706,NA,NA
"1356058","MCDONALDS","MCDONALDS","5656 W IRVING PARK RD","CHICAGO",60634,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9532631107403,-87.7693112226014,NA,NA
"1356059","MCDONALDS","MCDONALDS","2754 N NARRAGANSETT AVE","CHICAGO",60639,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.930793798935,-87.7858301322383,NA,NA
"1356070","YOUNG'S RESTAURANT","YOUNG'S RESTAURANT","3949 N ASHLAND AVE","CHICAGO",60613,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.953872905109,-87.6688893378854,NA,NA
"1356130","NEWLEAF NATURAL GROCERY INC","NEWLEAF NATURAL GROCERY","1261 W LOYOLA AVE","CHICAGO",60626,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",42.00128578332,-87.6631920263977,NA,NA
"1356217","BELLAS FUENTEZ","BELLAS FUENTEZ","1725 W 47TH ST","CHICAGO",60609,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8084599704093,-87.6685481438849,NA,NA
"1356240","79 MLK","79 MLK","7850 S DR MARTIN LUTHER KING JR DR","CHICAGO",60619,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.752005,-87.6150047
"1356319","PALETERIA EL POTRILLO","PALETERIA EL POTRILLO","8548 S COMMERCIAL AVE","CHICAGO",60617,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7395716713896,-87.5516188565704,NA,-87.6773956
"1356327","TOP FOOD MARKET","TOP FOOD MARKET","421 S CICERO AVE","CHICAGO",60644,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8742779,-87.744724
"1356461","GATEWAY NEWSTAND","GATEWAY NEWSTAND","4900 S KEDZIE AVE","CHICAGO",60632,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.803259,-87.704992
"1356477","LA ROSITA BAKERY","LA ROSITA BAKERY","4450 S KEDZIE AVE","CHICAGO",60632,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8121193106065,-87.7042792030282,NA,NA
"1356596","AFRICAN MINI MARKET","AFRICAN MINI MARKET","1906 E 79TH ST","CHICAGO",60649,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7518079,-87.577988
"1356624","Green Zebra","Green Zebra","1460 W CHICAGO AVE","CHICAGO",60622,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8962222464298,-87.6647927815759,NA,NA
"1356630","DELMONICO","DELMONICO","111 W WASHINGTON ST","CHICAGO",60602,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8831009624964,-87.6312632207845,NA,NA
"1356642","THE MOOD CAFE LLC","THE MOOD CAFE LLC","446 E 43RD ST","CHICAGO",60653,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8166583,-87.6152813
"1356711","DELTA SKY CLUB","DELTA SKY CLUB (T2-E5)","11601 W TOUHY AVE","CHICAGO",60666,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",42.0085364008687,-87.9144284392705,NA,-87.6773956
"1356820","7-ELEVEN","7-ELEVEN","4500 W 63RD ST","CHICAGO",60629,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7786249931406,-87.7350293641059,NA,NA
"1356848","Shaden Food & Liquor, Inc.","Shaden Food & Liquor, Inc.","444 E 79TH ST","CHICAGO",60619,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.751406,-87.613172
"1356876","I&M FOOD MART INC.","I&M FOOD MART INC.","5851 W CHICAGO AVE","CHICAGO",60651,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",NA,NA,41.894523,-87.772064
"1356889","WHALE FISH AND CHICKEN INC","WHALE FISH AND CHICKEN INC","4955 W MADISON ST","CHICAGO",60644,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8803304533127,-87.7497895171264,NA,NA
